DATA,BTC,ETH,OTHERS,XRP,SOL,LUNA,DOT,DOGE,ADA
11/25/2021," $57,274.6797 "," $4,274.7432 ", $47.9424 , $1.0319 , $206.2530 , $40.0457 , $38.4559 , $0.2163 , $1.6513 
11/26/2021," $53,569.7656 "," $4,030.9089 ", $44.8883 , $0.9364 , $191.5117 , $40.7667 , $34.3859 , $0.2009 , $1.5284 
11/27/2021," $54,815.0781 "," $4,096.9121 ", $45.8136 , $0.9472 , $193.1022 , $43.8941 , $35.1867 , $0.2053 , $1.5461 
11/28/2021," $57,248.4570 "," $4,294.4536 ", $48.2179 , $0.9688 , $200.6767 , $50.0968 , $35.7651 , $0.2075 , $1.5929 
11/29/2021," $57,806.5664 "," $4,445.1050 ", $49.3325 , $0.9920 , $204.3194 , $51.7035 , $37.1627 , $0.2152 , $1.6025 
11/30/2021," $57,005.4258 "," $4,631.4790 ", $51.5197 , $0.9988 , $208.6710 , $59.7183 , $37.9605 , $0.2147 , $1.5549 
12/1/2021," $57,229.8281 "," $4,586.9902 ", $55.5920 , $0.9909 , $229.7992 , $64.2315 , $36.7733 , $0.2095 , $1.5477 
12/2/2021," $56,477.8164 "," $4,511.3022 ", $56.4721 , $0.9723 , $233.9930 , $66.1844 , $35.7579 , $0.2097 , $1.7154 
12/3/2021," $53,598.2461 "," $4,220.7061 ", $51.8130 , $0.9222 , $211.2244 , $63.3352 , $33.6395 , $0.2000 , $1.5566 
12/4/2021," $49,200.7031 "," $4,119.5874 ", $51.4161 , $0.8470 , $201.1248 , $75.5564 , $29.3688 , $0.1789 , $1.4207 
12/5/2021," $49,368.8477 "," $4,198.3228 ", $49.1565 , $0.8056 , $196.1683 , $68.1056 , $28.3101 , $0.1713 , $1.3781 
12/6/2021," $50,582.6250 "," $4,358.7373 ", $48.6945 , $0.8283 , $194.1992 , $67.2859 , $28.2495 , $0.1784 , $1.4254 
12/7/2021," $50,700.0859 "," $4,315.0615 ", $48.7504 , $0.8186 , $190.5969 , $68.9844 , $30.5439 , $0.1768 , $1.3819 
12/8/2021," $50,504.7969 "," $4,439.3579 ", $50.3282 , $0.8633 , $194.6217 , $75.0377 , $29.8705 , $0.1792 , $1.3971 
12/9/2021," $47,672.1211 "," $4,119.8159 ", $46.1546 , $0.8613 , $181.1781 , $66.4766 , $26.9519 , $0.1695 , $1.2904 
12/10/2021," $47,243.3047 "," $3,908.4961 ", $42.9194 , $0.8011 , $167.9548 , $60.9307 , $26.4539 , $0.1644 , $1.2117 
12/11/2021," $49,362.5078 "," $4,084.4524 ", $43.6785 , $0.8393 , $171.9495 , $59.9844 , $27.7747 , $0.1690 , $1.3542 
12/12/2021," $50,098.3359 "," $4,134.4531 ", $44.5531 , $0.8413 , $173.4317 , $61.9194 , $29.6090 , $0.1699 , $1.3473 
12/13/2021," $46,737.4805 "," $3,784.2268 ", $39.3493 , $0.7829 , $155.2131 , $52.7458 , $25.9711 , $0.1576 , $1.2253 
12/14/2021," $46,612.6328 "," $3,745.4404 ", $39.8311 , $0.7962 , $153.3414 , $57.2773 , $26.1684 , $0.1802 , $1.2228 
12/15/2021," $48,896.7227 "," $4,018.3887 ", $44.8890 , $0.8274 , $178.3408 , $61.5270 , $27.1458 , $0.1811 , $1.3118 
12/16/2021," $47,665.4258 "," $3,962.4697 ", $44.9235 , $0.8062 , $176.9547 , $64.3230 , $26.0431 , $0.1735 , $1.2405 
12/17/2021," $46,202.1445 "," $3,879.4866 ", $44.6779 , $0.7993 , $175.5033 , $65.7127 , $24.6630 , $0.1690 , $1.2199 
12/18/2021," $46,848.7773 "," $3,960.8601 ", $47.4274 , $0.8274 , $182.8351 , $73.9959 , $25.4908 , $0.1724 , $1.2425 
12/19/2021," $46,707.0156 "," $3,922.5925 ", $47.5608 , $0.8350 , $180.0981 , $78.2259 , $24.7914 , $0.1696 , $1.2447 
12/20/2021," $46,880.2773 "," $3,933.8445 ", $47.0124 , $0.8798 , $173.6718 , $82.0668 , $24.0507 , $0.1673 , $1.2382 
12/21/2021," $48,936.6133 "," $4,020.2600 ", $49.1895 , $0.9476 , $180.0925 , $87.4506 , $25.1942 , $0.1712 , $1.2809 
12/22/2021," $48,628.5117 "," $3,982.0996 ", $48.9575 , $0.9547 , $178.5971 , $85.4756 , $27.2161 , $0.1732 , $1.3280 
12/23/2021," $50,784.5391 "," $4,108.0156 ", $52.6090 , $0.9933 , $190.0363 , $93.8543 , $29.1111 , $0.1845 , $1.4747 
12/24/2021," $50,822.1953 "," $4,047.9829 ", $52.8127 , $0.9120 , $190.2732 , $95.9722 , $28.1395 , $0.1866 , $1.3924 
12/25/2021," $50,429.8594 "," $4,093.2810 ", $53.7853 , $0.9248 , $193.1209 , $98.1843 , $28.8378 , $0.1907 , $1.4535 
12/26/2021," $50,809.5156 "," $4,067.3281 ", $55.2702 , $0.9212 , $198.0007 , $99.7203 , $31.3328 , $0.1900 , $1.4560 
12/27/2021," $50,640.4180 "," $4,037.5476 ", $53.2942 , $0.9262 , $195.4295 , $90.8005 , $30.9087 , $0.1877 , $1.5129 
12/28/2021," $47,588.8555 "," $3,800.8931 ", $48.8551 , $0.8530 , $177.4256 , $85.3683 , $27.9071 , $0.1741 , $1.4023 
12/29/2021," $46,444.7109 "," $3,628.5317 ", $47.2961 , $0.8167 , $170.6576 , $84.0593 , $26.7444 , $0.1678 , $1.3308 
12/30/2021," $47,178.1250 "," $3,713.8521 ", $47.9004 , $0.8396 , $172.7512 , $84.7119 , $27.5678 , $0.1713 , $1.3604 
12/31/2021," $46,306.4453 "," $3,682.6328 ", $47.4672 , $0.8312 , $170.2991 , $85.4725 , $26.7197 , $0.1705 , $1.3102 
1/1/2022," $47,686.8125 "," $3,769.6970 ", $50.1436 , $0.8495 , $178.5179 , $91.3606 , $28.5836 , $0.1730 , $1.3770 
1/2/2022," $47,345.2188 "," $3,829.5649 ", $49.6495 , $0.8591 , $176.3828 , $89.3717 , $29.7312 , $0.1744 , $1.3776 
1/3/2022," $46,458.1172 "," $3,761.3804 ", $48.5794 , $0.8329 , $170.2977 , $88.7487 , $30.1051 , $0.1701 , $1.3216 
1/4/2022," $45,897.5742 "," $3,794.0566 ", $47.2671 , $0.8247 , $167.9389 , $84.5811 , $28.7777 , $0.1688 , $1.3117 
1/5/2022," $43,569.0039 "," $3,550.3870 ", $39.3106 , $0.7744 , $155.0997 , $78.5938 , $-   , $0.1594 , $1.2360 
1/6/2022," $43,160.9297 "," $3,418.4082 ", $38.5155 , $0.7813 , $150.4314 , $78.4400 , $-   , $0.1602 , $1.2798 
1/7/2022," $41,557.9023 "," $3,193.2104 ", $34.5338 , $0.7631 , $136.4028 , $68.6705 , $-   , $0.1550 , $1.2115 
1/8/2022," $41,733.9414 "," $3,091.9727 ", $35.2555 , $0.7477 , $142.5135 , $66.9321 , $-   , $0.1520 , $1.1875 
1/9/2022," $41,911.6016 "," $3,157.7515 ", $36.2323 , $0.7545 , $140.8390 , $74.4753 , $-   , $0.1511 , $1.1739 
1/10/2022," $41,821.2617 "," $3,083.0979 ", $34.5695 , $0.7393 , $135.9549 , $69.4512 , $-   , $0.1434 , $1.1281 
1/11/2022," $42,735.8555 "," $3,238.1116 ", $35.9942 , $0.7706 , $140.1839 , $73.6723 , $-   , $0.1534 , $1.1851 
1/12/2022," $43,949.1016 "," $3,372.2583 ", $43.8930 , $0.7995 , $151.7031 , $82.0697 , $27.3195 , $0.1617 , $1.3045 
1/13/2022," $42,591.5703 "," $3,248.2886 ", $42.0018 , $0.7683 , $146.0100 , $77.9985 , $25.8289 , $0.1720 , $1.2332 
1/14/2022," $43,099.6992 "," $3,310.0015 ", $42.9579 , $0.7743 , $146.1590 , $81.6268 , $27.7129 , $0.1835 , $1.2909 
1/15/2022," $43,177.3984 "," $3,330.5308 ", $44.2292 , $0.7814 , $147.8012 , $87.5745 , $27.7368 , $0.1851 , $1.2963 
1/16/2022," $43,113.8789 "," $3,350.9219 ", $44.1401 , $0.7790 , $147.8565 , $86.9559 , $27.6651 , $0.1772 , $1.4073 
1/17/2022," $42,250.5508 "," $3,212.3049 ", $40.8939 , $0.7627 , $139.9260 , $77.1822 , $25.7274 , $0.1711 , $1.5941 
1/18/2022," $42,375.6328 "," $3,164.0251 ", $37.4241 , $0.7526 , $141.5872 , $80.5739 , $-   , $0.1655 , $1.4655 
1/19/2022," $41,744.3281 "," $3,095.8259 ", $40.5696 , $0.7397 , $135.7924 , $81.2515 , $24.1296 , $0.1624 , $1.3418 
1/20/2022," $40,680.4180 "," $3,001.1201 ", $38.2191 , $0.7194 , $127.2053 , $76.9917 , $22.9849 , $0.1552 , $1.2581 
1/21/2022," $36,457.3164 "," $2,557.9316 ", $33.0585 , $0.6357 , $111.9661 , $64.8368 , $19.6463 , $0.1426 , $1.1232 
1/22/2022," $35,030.2500 "," $2,405.1812 ", $29.4630 , $0.5960 , $94.1784 , $62.5744 , $18.2299 , $0.1329 , $1.0667 
1/23/2022," $36,276.8047 "," $2,535.0391 ", $31.6814 , $0.6288 , $99.5782 , $69.7886 , $18.8288 , $0.1419 , $1.1224 
1/24/2022," $36,654.3281 "," $2,440.3523 ", $29.5787 , $0.6121 , $91.6502 , $65.9687 , $18.0367 , $0.1378 , $1.0666 
1/25/2022," $36,954.0039 "," $2,455.9351 ", $29.6169 , $0.6176 , $94.7204 , $62.8283 , $18.3486 , $0.1430 , $1.0436 
1/26/2022," $36,852.1211 "," $2,468.0303 ", $28.5003 , $0.6221 , $92.2380 , $58.8420 , $18.0768 , $0.1438 , $1.0790 
1/27/2022," $37,138.2344 "," $2,423.0012 ", $24.2916 , $0.6088 , $89.6325 , $54.3235 , $-   , $0.1412 , $1.0435 
1/28/2022," $37,784.3320 "," $2,547.0920 ", $23.9529 , $0.6125 , $91.3129 , $50.5994 , $-   , $0.1417 , $1.0506 
1/29/2022," $38,138.1797 "," $2,597.0847 ", $24.8063 , $0.6169 , $96.2235 , $50.7948 , $-   , $0.1431 , $1.0596 
1/30/2022," $37,917.6016 "," $2,603.4666 ", $23.5585 , $0.6032 , $93.2977 , $46.2734 , $-   , $0.1395 , $1.0375 
1/31/2022," $38,483.1250 "," $2,688.2788 ", $25.6491 , $0.6191 , $99.7388 , $52.3428 , $-   , $0.1418 , $1.0523 
2/1/2022," $38,411.6875 "," $2,755.9497 ", $30.2878 , $0.6218 , $108.3984 , $51.8834 , $19.6176 , $0.1425 , $1.0629 
MINIMUM," $29,807.35 "," $1,369.04 ", $3.93 , $0.37 , $4.61 , $1.79 , $-   , $0.03 , $0.40 
MAXIMUM," $67,566.83 "," $4,812.09 ", $60.92 , $1.84 , $258.93 , $99.72 , $53.88 , $0.68 , $2.97 
