Name,Symbol,PriceUsd,PeakPrice
Bitcoin,BTC,24620.84947000000,67566.8300
Ethereum,ETH,1688.69993400000,4812.0900
XRP,XRP,0.40142653700,1.8400
Cardano,ADA,0.40777546500,2.9700
Dogecoin,DOGE,0.08940217900,0.6800
Solana,SOL,23.82626853000,258.9300
Polkadot,DOT,6.60924677700,53.8800
Terra,LUNA,1.98975003100,99.7200
"Wrapped Solana",SOL,23.79897179000,258.9300
